Muni Code,Entity Name,County,District Type,Fiscal Year End Date,Enrollment,Full Value,Total Debt Outstanding at End of FY,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
040701100100,Allegany-Limestone Central School District,Cattaraugus,Central,2017-06-30 00:00:00,1122,426654157,14615000,6127614,0,1399474,149292,0,18092,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,7462,0,0,0,0,0,0,0,0,0,0,0,0,5188,5206,184400,0,0,12921,0,0,950,0,407941,8319930,0,15111202,0,0,0,0,0,0,0,0,0,0,0,0,0,544804,0,0,0,269351,0,0,0,0,0,0,24245287,0,0,0,6987623,0,31232910,1488851,1078302,0,10561,0,0,9933047,1425117,666688,1202495,214828,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300847,0,795590,0,699854,1610271,0,0,93011,12,44803,68279,2105000,579746,22349919,6987623
350700600200,Altmar-Parish-Williamstown Central School District,Oswego,Central,2017-06-30 00:00:00,1173,390869912,22208055,5009754,0,1150079,360461,0,28972,0,0,0,0,0,0,0,0,0,0,18807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12195,52859,133642,0,0,7858,0,0,2685,0,498013,7275325,0,24238101,0,0,0,0,0,0,0,0,0,0,0,0,0,1081527,0,0,0,609126,0,0,0,0,0,0,33204079,0,0,0,4500000,0,37704079,2011596,929906,0,0,0,0,13894400,1226479,490726,1967302,379624,0,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433434,0,1002960,0,915861,3668837,0,3692,395169,6488,0,189438,3240000,1024184,31866699,4500000
470925000300,Amagansett Union Free School District,Suffolk,Union Free,2017-06-30 00:00:00,102,5193015762,0,9060499,0,31947,37116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797,0,0,0,0,0,0,0,0,0,18864,9153223,0,405213,0,0,0,0,0,0,0,0,0,0,0,0,0,24070,0,0,0,0,0,0,0,0,0,0,9582506,0,0,0,1935,0,9584441,720895,615282,0,0,0,0,5662759,189656,273051,132648,120117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,134979,0,338773,0,310493,977527,20392,0,37347,2903,0,0,0,0,9556722,1935
140601900100,Amherst Central School District,Erie,Independent Superintendent,2017-06-30 00:00:00,2815,1656170267,34621141,28928682,0,5061865,415368,0,15601,0,0,3279035,0,0,0,0,0,0,0,422376,0,0,0,0,0,0,0,0,0,15671,0,0,0,520201,0,0,0,0,0,0,0,0,17632,32136,440087,0,0,7723,0,0,85277,0,340991,39582645,0,17560013,0,0,0,0,0,0,0,0,0,0,0,0,0,1291125,0,0,0,1273826,0,0,0,0,0,0,59707609,20775816,1066000,0,3378457,0,84927882,7623570,1492783,0,0,0,10178,28555015,2748384,2129386,3418567,905979,0,75629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780566,0,2646322,0,2119174,6043154,0,17611,247173,12195,0,538993,3232936,839705,63444059,3378457
470604600600,Amityville Union Free School District,Suffolk,Independent Superintendent,2017-06-30 00:00:00,2923,2491556368,19774547,48944758,0,6649084,1634375,0,0,0,0,0,0,0,0,0,0,0,0,587015,0,0,0,0,0,0,0,0,0,0,0,0,0,87084,0,0,0,0,0,0,0,0,200736,3788,196645,0,0,255,0,0,2975,0,616427,58923142,0,27287283,0,0,0,0,0,0,0,0,0,0,0,0,0,3169314,0,0,0,1472368,0,0,0,0,0,0,90852107,0,0,0,971672,0,91823779,6162870,2225671,0,0,0,0,50431012,3880642,2710440,7082062,767117,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854860,0,3768969,0,3061557,7211151,28691,17757,833863,56573,0,70414,1738824,552454,91484941,971673
270502000000,Amsterdam City School District,Montgomery,City Public School,2017-06-30 00:00:00,3574,1019343105,52019670,16786738,0,4073202,2242502,0,167966,0,0,0,0,0,0,0,0,0,0,48154,0,0,0,0,0,0,0,0,0,17448,0,0,0,12455,0,0,0,0,0,0,0,1499,70760,119332,93033,0,732000,2119,0,0,12886,0,1285098,25665192,29789,45411880,0,0,0,0,0,0,0,0,0,0,0,0,0,4190520,0,0,0,2163629,0,0,0,0,0,0,77461010,214670,0,0,60877,0,77736557,4773882,1830105,0,0,0,0,37285238,2911092,940860,4136779,522891,0,9681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594904,0,2564610,0,2018445,10077500,0,1000,243590,29832,0,1743111,5565000,1709699,77059385,60877
120702300200,Andes Central School District,Delaware,Central,2017-06-30 00:00:00,97,397272679,967360,2720681,0,120654,0,0,6262,0,0,0,0,0,0,0,0,0,0,93088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,2860,0,16328,0,0,64949,0,0,16711,0,112354,3156682,0,949385,0,0,0,0,0,0,0,0,0,0,0,0,0,146429,0,0,0,32566,0,0,0,0,0,0,4285062,35360,0,0,400000,0,4720422,592779,375177,0,0,0,0,1761978,206323,91362,246522,48424,0,10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39988,0,152513,0,128758,499664,0,0,13445,-1834,0,10722,95919,43751,4324501,400000
020702400100,Andover Central School District,Allegany,Central,2017-06-30 00:00:00,295,108584259,3090000,2025825,0,531314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,3000,54110,0,0,0,0,0,58283,0,179074,2853007,0,5813691,0,0,0,0,0,0,0,0,0,0,0,0,0,309268,0,0,0,151903,0,0,0,0,0,0,9127869,0,0,0,635755,0,9763624,836158,763665,0,0,0,0,3473342,581178,239417,430943,150591,0,37942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117128,0,310613,0,245410,704966,0,0,29895,3342,0,31463,775000,139169,8895198,635755
550634200500,Ardsley Union Free School District,Westchester,Independent Superintendent,2017-06-30 00:00:00,2097,2190578220,29074787,45866531,0,5665681,3472,0,0,0,0,512664,0,0,0,0,0,0,0,3038368,0,0,0,0,0,0,0,0,0,644652,0,0,0,19725,269785,0,0,0,0,0,0,91681,143901,64424,544511,0,0,450,0,0,58689,0,247968,57172502,0,7652956,0,0,0,0,0,0,0,0,0,0,0,0,0,462523,0,0,0,143435,0,0,0,0,0,0,65431416,0,0,0,4936930,0,70368346,4975304,1497282,0,0,0,1466528,31851014,2261245,2851097,2115601,1135659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614732,0,3648166,0,2400193,6299966,2975,8022,203305,15852,447921,164847,3594942,1072167,67163270,4936930
530703000100,Argyle Central School District,Washington,Central,2017-06-30 00:00:00,505,277301304,1257602,3917752,0,689932,0,0,11969,0,0,0,0,0,0,0,0,0,0,2635,0,0,0,0,0,0,0,0,0,10856,0,0,0,0,0,0,0,0,0,0,0,0,9336,1065,83414,0,0,187,0,0,1976,0,273524,5002646,0,6833196,0,0,0,0,0,0,0,0,0,0,0,0,0,308722,0,0,0,151462,0,0,0,0,0,0,12296026,0,0,1257602,135524,0,13689152,1558881,460997,0,0,0,0,5915099,769529,178048,596327,120855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248792,0,468705,0,354271,1773617,0,0,49219,0,0,100483,0,0,12609682,135524
460740400100,Arkport Central School District,Steuben,Central,2017-06-30 00:00:00,439,162981538,5360000,2727742,0,715624,69082,0,8215,0,0,0,0,0,0,0,0,0,0,29985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,17530,0,0,0,0,0,1990,1466,304,0,0,9173,0,0,1596,0,240519,3825482,0,6113788,0,0,0,0,0,0,0,0,0,0,0,0,0,195099,0,0,0,38970,0,0,0,0,0,0,10173339,0,0,0,1554756,0,11728095,737348,465388,0,0,0,0,4600244,430569,266537,388170,180562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148097,0,345885,0,295580,1134651,696,4377,60894,433,2352,0,355000,212063,9687336,1554756
130668600100,Arlington Central School District,Dutchess,Independent Superintendent,2017-06-30 00:00:00,8224,5377204525,99263876,120434987,0,13984034,49826,0,23533,0,0,0,0,0,0,0,0,0,0,1330192,0,0,0,0,0,0,0,0,0,9715,0,0,0,877567,0,0,0,0,0,0,0,0,180395,588644,2332139,0,0,153999,0,0,649089,0,1316375,141930495,0,58358632,0,0,0,0,0,0,0,0,0,0,0,0,0,3290348,0,0,0,1012479,0,0,0,0,0,0,204591954,0,1712780,0,12826350,0,219131084,14531314,2755228,0,98393,0,85000,93077430,7184938,6384582,12120335,1122765,0,485358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598217,0,8433944,0,7174216,29007678,0,46256,1566370,25307,0,2899912,10087343,4037956,204115403,12826350
560603700100,Attica Central School District,Wyoming,Independent Superintendent,2017-06-30 00:00:00,1278,612907713,3129000,8263169,0,1797366,138551,0,19365,0,0,0,0,0,0,0,0,0,0,422664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28724,2286,168497,0,0,0,0,0,9474,0,240176,11090272,0,15935006,0,0,0,0,0,0,0,0,0,0,0,0,0,594136,0,0,0,352557,0,0,0,0,0,0,27971971,1944000,0,0,125227,0,30041198,2448354,1633870,0,0,0,0,12653648,784059,682607,1532743,438078,0,22811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249296,0,1154240,0,890039,3380564,4034,4169,142777,25785,0,8971,1251500,168859,27555193,125227
050503000000,Auburn City School District,Cayuga,City Public School,2017-06-30 00:00:00,4164,1632641400,38815274,24919287,0,4679971,693551,0,80797,0,0,0,0,0,0,0,0,0,0,112099,0,0,0,0,0,0,0,0,0,50,0,0,0,39244,0,0,0,0,0,0,0,0,14349,93361,1198228,0,0,9243,0,0,107057,0,4102814,36050051,0,42369142,0,0,0,0,0,0,0,0,0,0,0,0,0,3680079,0,0,0,1630668,0,0,0,0,0,0,83729940,6615792,0,0,1493078,0,91838810,8660372,2370666,0,0,0,0,42784316,4121120,1213197,2533036,672499,0,16344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732235,0,2952791,0,2361567,12185680,0,2777,274828,23802,0,942123,3662818,1112919,86650795,1543078
