Muni Code,Entity Name,County,Class Description,Fiscal Year End Date,Months in Fiscal Period,Enrollment,Full Value,Debt Outstanding,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation Fees,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,Total Expenditures,,Total Expenditures and Other Uses
040701100100,Allegany-Limestone Central School District,Cattaraugus,Central,06/30/2022,12,1055,501634032,17365000,6166745,0,989051,65443,0,18810,0,0,0,0,0,0,0,0,0,0,11689,0,0,0,0,0,0,0,0,0,5023,0,0,0,0,0,0,0,0,0,0,0,0,425947,2682,61122,0,0,11901,0,0,4620,0,416021,8179054,0,17051685,0,0,0,0,0,0,0,0,0,0,0,0,0,1189448,14289,0,0,808585,0,0,0,0,0,0,27243061,4595000,0,0,3054255,0,34892316,6117822,1113593,0,8670,0,0,12600916,1803761,649853,1565009,273473,0,52365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320421,0,695669,0,746646,1807581,0,0,0,319,27101,170800,1205000,667096,29826095,3054255,32880350
350700600200,Altmar-Parish-Williamstown Central School District,Oswego,Central,06/30/2022,12,999,495351298,7550000,5389534,0,840614,45868,0,21941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49223,2774,102196,0,0,118063,0,0,1000,0,743595,7314808,0,26291433,0,0,0,0,0,0,0,0,0,0,0,0,0,1984517,15374,0,0,1065164,0,0,0,0,0,0,36671296,0,0,0,7576655,0,44247951,3927852,933960,0,700,0,0,15807067,1654278,622751,2543688,357814,0,63415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405868,0,754255,0,1038903,4746891,0,3863,217914,2368,0,440899,2065000,463913,36051399,7576655,43628054
470925000300,Amagansett Union Free School District,Suffolk,Union Free,06/30/2022,12,110,5489243793,0,10441489,0,17753,96806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,0,0,0,0,40846,0,0,0,0,18282,10617414,0,398776,0,0,0,0,0,0,0,0,0,0,0,0,0,52699,0,0,0,803,0,0,0,0,0,0,11069692,0,0,0,635952,0,11705644,1085770,678081,0,0,0,0,5483712,185292,217386,214290,82273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,131209,0,344255,0,355136,1285530,25855,0,5036,0,0,6800,0,0,10101657,635952,10737609
140601900100,Amherst Central School District,Erie,Independent Superintendent,06/30/2022,12,2856,2073243015,43045000,35515192,0,3454445,453911,0,2650,0,0,4665106,0,0,0,0,0,0,0,372877,0,0,0,0,0,0,0,0,0,11970,0,0,0,531209,0,0,0,0,0,0,0,0,8988,-384,153276,0,0,569081,0,0,53142,0,1020927,46812390,0,20285876,0,0,0,0,0,0,0,0,0,0,0,0,0,4344187,0,0,0,2549788,0,0,0,0,0,0,73992241,0,0,441880,227568,0,74661689,7495365,1306924,0,2935,0,1500000,34140495,2199414,2742187,4235189,1063644,0,592202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733022,0,2473396,0,2320415,7521736,0,20884,324182,7047,0,882773,3896930,1786113,75282627,227568,75510195
470604600600,Amityville Union Free School District,Suffolk,Independent Superintendent,06/30/2022,12,2832,3343978803,66782540,56023243,0,4731598,1658761,0,0,0,0,0,0,0,0,0,0,0,0,215746,0,0,0,0,0,0,0,0,0,0,0,0,0,96630,0,0,0,0,0,0,0,0,4298452,0,16294,0,0,1740,0,0,32200,0,302745,67377409,0,35366757,0,0,0,0,0,0,0,0,0,0,0,0,0,5772689,126377,0,0,2399742,0,0,0,0,0,0,111042974,50230000,1285000,580881,443960,0,163582815,12825173,2517742,0,1220,0,32500,56941793,4802745,3510109,9255154,970982,0,71677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,3469590,0,3645882,8444692,27137,24367,558291,4800,0,48643,1822453,884150,110778714,443960,111222674
270502000000,Amsterdam City School District,Montgomery,City Public School,06/30/2022,12,3498,1252663523,56348609,18474143,0,3095189,2104059,0,181064,0,0,0,0,0,0,0,0,0,0,8163,0,0,0,0,0,0,0,0,0,9705,0,0,0,22309,0,0,0,0,0,0,0,0,1992215,1000,53100,0,300,174630,0,0,18720,0,1327358,27461955,0,55618017,0,0,0,0,0,0,0,0,0,0,0,0,0,7606230,146725,0,0,3041974,0,0,0,0,0,0,93874901,21355000,1658254,6190600,1421186,0,124499941,8922128,1256369,0,60133,0,0,40383544,4103812,1101779,4646794,526058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614111,0,2332229,0,2179350,10944481,0,913,284610,0,0,1975305,14169685,1839245,95340546,1421186,96761732
120702300200,Andes Central School District,Delaware,Central,06/30/2022,12,56,423755547,3902493,2988230,0,95393,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,0,9423,0,0,0,0,0,2013,0,149597,3251502,0,995506,0,0,0,0,0,0,0,0,0,0,0,0,0,344944,4749,0,0,36796,0,0,0,0,0,0,4633497,52493,0,0,103398,0,4789388,388530,440622,0,0,0,0,1514291,276435,110158,214219,43508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59817,0,152352,0,126296,401584,0,0,28270,0,0,14117,319904,99676,4189779,103398,4293177
020702400100,Andover Central School District,Allegany,Central,06/30/2022,12,249,119956440,4970000,2136199,0,407265,0,0,5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4709,3000,25532,0,0,85990,0,0,18400,0,242381,2928944,0,6678771,0,0,0,0,0,0,0,0,0,0,0,0,0,1363061,10000,0,0,252460,0,0,0,0,0,0,11233236,0,0,0,389042,0,11622278,1043951,580027,0,0,0,0,4168842,416326,284670,455766,137336,0,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131866,0,221865,0,248003,879494,0,0,16937,0,0,228149,607756,264487,9690356,389042,10079398
550634200500,Ardsley Union Free School District,Westchester,Independent Superintendent,06/30/2022,12,2332,2641605585,30629393,56964992,0,3035008,3768,0,0,0,0,1216590,0,0,0,0,0,0,0,2118644,0,0,0,0,0,0,0,0,0,698261,0,0,0,0,814791,0,0,0,0,0,0,64706,92294,63072,161368,0,0,102844,0,0,91041,0,324369,65751748,0,8241955,0,0,0,0,0,0,0,0,0,0,0,0,0,1125547,123575,0,0,772313,0,0,0,0,0,0,76015138,0,0,0,4689672,0,80704810,6519667,1641749,0,588366,0,309145,36400443,2801838,3113353,2605921,1270229,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692701,0,3255299,0,2913357,8089727,2737,6756,213297,0,544564,136961,3543042,979752,76113527,4689672,80803199
530703000100,Argyle Central School District,Washington,Central,06/30/2022,12,459,339955317,5211272,4365125,0,543461,0,0,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8405,2130,61288,0,0,801,0,0,530,0,275686,5267883,0,7740960,0,0,0,0,0,0,0,0,0,0,0,0,0,1032284,5846,0,0,430389,0,0,0,0,0,0,14477362,0,0,0,117063,0,14594425,1009359,471597,0,0,0,0,6506793,918473,221610,780164,149363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234555,0,396296,0,451104,1942900,0,0,65847,0,0,335158,415144,122682,14021045,117063,14138108
460740400100,Arkport Central School District,Steuben,Central,06/30/2022,12,466,198531880,17435000,3212417,0,573584,44702,0,5193,0,0,0,0,0,0,0,0,0,0,112197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,0,7091,0,0,0,0,0,738932,0,595,0,0,73613,0,0,4905,0,304283,5083554,0,7562101,0,0,0,0,0,0,0,0,0,0,0,0,0,774466,0,0,0,36847,0,0,0,0,0,0,13456968,8410000,0,0,837737,0,22704705,8501231,721301,0,0,0,0,6798145,835389,501262,813408,347758,0,43658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156226,0,369045,0,391195,827312,554,1457,60678,110,11621,342560,810000,477281,22016692,837737,22854429
130668600100,Arlington Central School District,Dutchess,Independent Superintendent,06/30/2022,12,7745,6145263397,63952383,137129363,0,10249592,317027,0,39902,0,0,0,0,0,0,0,0,0,0,861146,0,0,0,0,0,0,0,0,0,5682,0,0,0,866428,0,0,0,0,0,0,0,0,63357,25963,1475503,0,0,98902,0,0,264905,0,3846911,155244681,0,71310344,0,0,0,0,0,0,0,0,0,0,0,0,0,9356831,0,0,0,3388823,0,0,0,0,0,0,239300679,0,2268500,659579,5240692,0,247469450,18745838,3257328,0,19753,0,0,107095954,9083823,7844221,13409772,1361965,0,218906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683259,0,8115393,0,8172355,38104171,0,52905,1048552,10692,0,3777089,13260916,2556855,238819747,5240692,244060439
560603700100,Attica Central School District,Wyoming,Independent Superintendent,06/30/2022,12,1091,747833407,12555000,9232263,0,1420849,141983,0,17951,0,0,0,0,0,0,0,0,0,0,122979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42648,1523,75866,0,0,0,0,0,0,0,536660,11592722,0,17523888,0,0,0,0,0,0,0,0,0,0,0,0,0,1829268,40731,0,0,1018806,0,0,0,0,0,0,32005415,0,55000,0,1225546,0,33285961,5262766,786736,0,204218,0,0,14683222,1007353,801364,1725733,411850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340213,0,1034434,0,953783,4299974,4642,3786,111054,149,0,242680,1769580,348555,33992092,1225546,35217638
050503000000,Auburn City School District,Cayuga,City Public School,06/30/2022,12,3843,1819559444,44223096,29607381,0,3740801,602234,0,117155,0,0,0,0,0,0,0,0,0,0,152638,0,0,0,0,0,0,0,0,0,31504,0,0,0,59338,0,0,0,0,0,0,0,0,1581692,10600,23538,0,0,79428,0,0,53554,0,2890791,38950654,0,48739727,0,0,0,0,0,0,0,0,0,0,0,0,0,7429631,0,0,0,2521941,0,0,0,0,0,0,97641953,20950000,465000,0,450281,0,119507234,18355235,1959414,0,0,0,0,48471436,5642970,1929756,3395366,778420,0,178921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793552,0,2978717,0,2730100,10684439,0,2546,353027,1235,0,1219746,4001994,1327892,104804766,450281,105255047
