Muni Code,Entity Name,County,District Type,Fiscal Year End Date,Enrollment,Full Value,Total Debt Outstanding at End of FY,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
040701100100,Allegany-Limestone Central School District,Cattaraugus,Central,2015-06-30 00:00:00,1153,422658331,18760000,6415148,0,1479440,113244,0,15592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6834,0,0,0,0,0,0,0,0,0,0,0,0,6287,3689,190282,0,0,2010,0,0,2715,0,1316584,9551825,0,13714962,0,0,0,0,0,0,0,0,0,0,0,0,0,519088,0,0,0,258161,0,0,0,0,0,0,24044036,0,0,0,2852234,0,26896270,1498651,990849,0,67334,0,0,9746827,1375378,616573,1121770,199851,0,26016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368686,0,1298043,0,712474,1476026,0,0,79083,16225,43978,45426,1980000,700976,22389768,3952234
350700600200,Altmar-Parish-Williamstown Central School District,Oswego,Central,2015-06-30 00:00:00,1253,398716884,28253055,5304567,0,1256307,353886,0,30525,0,0,0,0,0,0,0,0,0,0,45472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,1920,161204,0,0,390,0,0,3380,0,720437,7882566,0,22670012,0,0,0,0,0,0,0,0,0,0,0,0,0,772996,0,0,0,555705,0,0,0,0,0,0,31881279,0,0,0,56637,0,31937916,2130512,883058,0,0,0,0,12023974,1174630,486595,1986022,332938,0,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535805,0,1528555,0,915949,3390429,0,4006,224476,5049,0,181229,2990000,1286116,30159289,56637
470925000300,Amagansett Union Free School District,Suffolk,Union Free,2015-06-30 00:00:00,89,4091136575,0,8769540,0,39425,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,0,0,22674,8871269,0,349447,0,0,0,0,0,0,0,0,0,0,0,0,0,24599,0,0,0,0,0,0,0,0,0,0,9245315,0,0,0,40000,0,9285315,642031,580906,0,0,0,0,5176515,161675,219697,199587,95772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,178993,0,480315,0,277455,804115,18902,0,51232,810,0,0,250000,12813,9167853,40000
140601900100,Amherst Central School District,Erie,Independent Superintendent,2015-06-30 00:00:00,2822,1512224870,38780332,28004220,0,5231736,447304,0,33425,0,0,3304491,0,0,0,0,0,0,0,569656,0,0,0,0,0,0,0,0,0,14216,0,0,0,420010,0,0,0,0,0,0,0,0,389184,58129,419019,0,0,15720,0,0,1636,0,215231,39123977,0,12413488,0,0,0,0,0,0,0,0,0,0,0,0,0,1161357,0,0,0,984152,0,0,0,0,0,0,53682974,0,125000,0,61477,0,53869451,11330652,1513937,0,31495,0,5000,26465423,2216413,2204367,2344028,751757,0,58085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895345,0,3758425,0,2013545,4504152,0,17030,280726,30102,0,286514,2205819,621921,61551041,61477
470604600600,Amityville Union Free School District,Suffolk,Independent Superintendent,2015-06-30 00:00:00,3019,2447602840,14456425,48855008,0,6551521,659274,0,0,0,0,0,0,0,0,0,0,0,0,696448,0,0,0,0,0,0,0,0,0,0,0,0,0,126868,0,0,0,0,0,0,0,0,242328,2026,261700,0,0,118240,0,0,225,0,1587014,59100652,0,22603060,0,0,0,0,0,0,0,0,0,0,0,0,0,2424610,0,0,0,1294268,0,0,0,0,0,0,85422590,0,0,9476425,348353,0,95247368,12445955,2638109,0,0,0,0,45138536,3205554,2876114,6425001,668601,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006810,0,5044747,0,2787670,6210090,28559,14890,506396,22568,0,173688,3885052,412282,93509003,348352
270502000000,Amsterdam City School District,Montgomery,City Public School,2015-06-30 00:00:00,3600,992545135,57975000,16644758,0,4043072,2159578,0,171293,0,0,0,0,0,0,0,0,0,0,21993,0,0,0,0,0,0,0,0,0,13850,0,0,0,25149,0,0,0,0,0,0,0,0,293261,92907,167168,0,732388,69917,0,0,13013,0,924864,25373211,0,41307144,0,0,0,0,0,0,0,0,0,0,0,0,0,6007470,90596,0,0,1774022,0,0,0,0,0,0,74552443,13500000,1900000,0,273341,0,90225784,5833537,1510121,0,0,0,0,32428144,2821210,921593,3870370,450370,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637327,0,3632443,0,1959800,7357261,0,1020,221445,37793,0,1835147,5222246,1609581,70423875,273341
120702300200,Andes Central School District,Delaware,Central,2015-06-30 00:00:00,91,387573585,1096098,2677668,0,118342,0,0,6963,0,0,0,0,0,0,0,0,0,0,103729,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,1014,0,0,0,0,0,3593,0,14147,0,0,1109,0,0,8417,0,69469,3004666,0,849915,0,0,0,0,0,0,0,0,0,0,0,0,0,150502,0,0,0,34945,0,0,0,0,0,0,4040028,23098,0,0,55844,0,4118970,441410,381738,0,0,0,0,1806456,185345,83219,269225,37119,0,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60201,0,252345,0,139726,404554,0,0,10124,-1660,0,10363,107893,49112,4257024,55844
020702400100,Andover Central School District,Allegany,Central,2015-06-30 00:00:00,318,98323448,4610000,1988555,0,573692,0,0,4323,0,0,0,0,0,0,0,0,0,0,43432,0,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,0,0,1851,3000,55904,0,0,487,0,0,18178,0,153718,2844636,0,5183534,0,0,0,0,0,0,0,0,0,0,0,0,0,321126,0,0,0,178070,0,0,0,0,0,0,8527366,0,0,0,4833,0,8532199,644960,609714,0,0,0,0,3408765,349370,193768,401866,156490,0,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135488,0,390316,0,229006,607574,0,0,29261,9571,0,62195,730000,183944,8165509,4833
550634200500,Ardsley Union Free School District,Westchester,Independent Superintendent,2015-06-30 00:00:00,2073,1923380854,22851427,44044096,0,5610218,3354,0,0,0,0,506292,0,0,0,0,0,0,0,4060245,0,0,0,0,0,0,0,0,0,609840,0,0,0,24467,261913,0,0,0,0,0,0,87881,809873,189597,500786,0,0,2533,0,0,73951,0,290481,57075527,0,6333203,0,0,0,0,0,0,0,0,0,0,0,0,0,489228,0,0,0,124181,0,0,0,0,0,0,64022139,4650000,0,0,3724423,0,72396562,4229835,1513324,0,0,0,664845,29849921,2155858,2677454,1974484,970472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784609,0,4613940,0,2311026,6036560,5199,4498,196564,20325,390555,163343,2759498,854866,62687661,3724423
530703000100,Argyle Central School District,Washington,Central,2015-06-30 00:00:00,538,274045777,435000,3802280,0,693256,0,0,12154,0,0,0,0,0,0,0,0,0,0,91315,0,0,0,0,0,0,0,0,0,18753,0,0,0,0,0,0,0,0,0,0,0,0,4507,533,96281,0,0,140,0,0,1425,0,198624,4919268,0,6686141,0,0,0,0,0,0,0,0,0,0,0,0,0,303841,0,0,0,158978,0,0,0,0,0,0,12068228,0,0,0,43417,0,12111645,760070,379386,0,0,0,0,5532441,637755,169929,703686,118582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294127,0,645871,0,337581,1694622,0,0,50353,33,0,111364,420000,29850,11900879,43417
460740400100,Arkport Central School District,Steuben,Central,2015-06-30 00:00:00,452,161202579,6470000,2566607,0,720996,66376,0,8524,0,0,0,0,0,0,0,0,0,0,93726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48962,0,0,0,0,0,2271,5804,6228,0,0,15517,0,0,77,0,178291,3713379,0,6173127,0,0,0,0,0,0,0,0,0,0,0,0,0,186061,0,0,0,31621,0,0,0,0,0,0,10104188,0,0,0,46,0,10104234,822948,451922,0,0,0,0,4581104,372309,260173,596543,213068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146200,0,577584,0,308094,900609,1043,2403,51942,2,2256,2840,725000,260463,10331598,46
130668600100,Arlington Central School District,Dutchess,Independent Superintendent,2015-06-30 00:00:00,8634,5341659344,95776460,118375058,0,15041567,56283,0,41429,0,0,0,0,0,0,0,0,0,0,903775,0,0,0,0,0,0,0,0,0,6017,0,0,0,784892,5199,0,0,0,0,0,0,0,112479,444521,2431180,0,0,21572,0,0,646903,0,965855,139836730,0,53779879,0,0,0,0,0,0,0,0,0,0,0,0,0,3289596,0,0,0,803305,0,0,0,0,0,0,197709510,0,2037280,0,5093851,0,204840641,12600059,2457271,0,127739,0,0,88427148,7125639,5993044,11735254,1061585,0,466362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542038,0,11834432,0,6736834,27940334,0,48028,1434583,76772,0,2999537,8672280,4094477,197780350,5093851
560603700100,Attica Central School District,Wyoming,Independent Superintendent,2015-06-30 00:00:00,1352,585137263,6944000,8158359,0,1887574,125630,0,21053,0,0,0,0,0,0,0,0,0,0,498475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066,1444,157239,0,0,439,0,0,38758,0,299322,11199359,0,16176303,0,0,0,0,0,0,0,0,0,0,0,0,0,552988,11905,0,0,305168,0,0,0,0,0,0,28245723,69000,0,0,30648,0,28345371,2490761,1444758,0,0,0,0,12093530,785576,625645,1450912,354966,0,10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381302,0,1705840,0,835125,3183001,4003,3276,179211,2847,0,35108,2726000,288887,28666784,30648
050503000000,Auburn City School District,Cayuga,City Public School,2015-06-30 00:00:00,4127,1578330819,37541910,24182338,0,4876338,596760,0,71419,0,0,0,0,0,0,0,0,0,0,83102,0,0,0,0,0,0,0,0,0,285,0,0,0,28220,0,0,0,0,0,0,0,0,648282,83160,279317,0,0,276982,0,0,106282,0,3810272,35042757,0,40127714,0,0,0,0,0,0,0,0,0,0,0,0,0,5017686,0,0,0,1453898,0,0,0,0,0,0,81642055,9270000,0,0,556458,0,91468513,5745315,2203837,0,29659,0,0,40634580,4396487,1151688,2254330,679569,0,19931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792437,0,4192839,0,2101363,9842170,0,2807,297220,56933,0,1213783,4731885,1758490,82133404,680716
