CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,FISCAL_YEAR_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
1999,010201000000,City of Albany,City,Albany,12/31,A14402,"Engineer, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,3435,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14404,"Engineer, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,151710,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14408,"Engineer, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,89380,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14501,"Elections, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,46215,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14502,"Elections, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,268,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14504,"Elections, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,125436,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14508,"Elections, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,5407,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14901,"Public Works Admin, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,3081471,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14902,"Public Works Admin, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,98500,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14904,"Public Works Admin, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,755570,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A14908,"Public Works Admin, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,677612,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1520,"Police Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,1233,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1540,"Fire Inspection Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,988,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1560,"Safety Inspection Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,250438,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1589,"Other Public Safety Departmental Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,331686,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1603,"Vital Statistics Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,HEALTH FEES,,226408,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16201,"Operation of Plant, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,768305,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16202,"Operation of Plant, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,6206,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16204,"Operation of Plant, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,860022,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16208,"Operation of Plant, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,184998,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16401,"Central Garage Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,120052,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16404,"Central Garage Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,1502219,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16408,"Central Garage Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,20319,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16601,"Central Storeroom Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,45083,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16602,"Central Storeroom Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,2497,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16604,"Central Storeroom Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,55681,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16608,"Central Storeroom Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,11878,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16704,"Central Print & Mail Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,82364,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16801,"Central Data Process Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,167940,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16802,"Central Data Process & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,174438,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16804,"Central Data Process, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,366512,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A16808,"Central Data Process, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,23465,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1710,"Public Works Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,69106,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A1789,"Other Transportation Departmental Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,TRANSPORTATION FEES,,73730,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A19104,"Unallocated Insurance, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,562488,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A19304,"Judgements And Claims, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,JUDGEMENTS,Contractual,649875,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A19504,"Taxes & Assess On Munic Prop, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,2043,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A19894,"Other General Govt Support, Contract Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,49667,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,2780017,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,500000,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2012,"Recreational Concessions",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,50711,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2025,"Special Recreational Facility Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,618307,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2089,"Other Culture & Recreation Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,13115,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A210,"Petty Cash",BALANCE SHEET,CURRENT ASSETS,,,,5105,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2110,"Zoning Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,11046,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2115,"Planning Board Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,4950,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2130,"Refuse & Garbage Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SANITATION FEES,,5856489,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A230,"Cash Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,750081,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2376,"Refuse & Garbage Serv Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,SANITATION CHARGES,,2178415,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2389,"Misc Revenue, Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,MISCELLANEOUS INTERGOVERNMENTAL CHARGES,,176832,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2392,"Debt Service, Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,DEBT SERVICE CHARGES,,447850,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,775385,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2410,"Rental of Real Property",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,RENTAL OF PROPERTY,,90589,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2450,"Commissions",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,13665,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A250,"Taxes Receivable, Current",BALANCE SHEET,CURRENT ASSETS,,,,2712906,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2545,"Licenses, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,252307,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2590,"Permits, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,687344,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2610,"Fines And Forfeited Bail",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FINES,,2816047,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2626,"Forfeiture of Crime Prceeds Restricted",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FORFEITURES,,20524,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2650,"Sales of Scrap & Excess Materials",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,50650,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2655,"Sales, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,304,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2660,"Sales of Real Property",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,13100,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2680,"Insurance Recoveries",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,399323,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2701,"Refunds of Prior Year's Expenditures",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,130542,2023-12-29
1999,010201000000,City of Albany,City,Albany,12/31,A2705,"Gifts And Donations",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,GIFTS,,436180,2023-12-29
