CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,FISCAL_YEAR_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
1997,010201000000,City of Albany,City,Albany,12/31,A16401,"Central Garage Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,138989,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16404,"Central Garage Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,1218646,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16408,"Central Garage Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,36932,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16704,"Central Print & Mail Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,74797,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16801,"Central Data Process Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,217647,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16802,"Central Data Process & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,5237,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16804,"Central Data Process, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,95866,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A16808,"Central Data Process, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,29517,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A1710,"Public Works Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,31286,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A1750,"Bus Operations",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,TRANSPORTATION FEES,,6809,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A1789,"Other Transportation Departmental Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,TRANSPORTATION FEES,,50097,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A19104,"Unallocated Insurance, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,341094,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A19304,"Judgements And Claims, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,JUDGEMENTS,Contractual,1602850,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A19504,"Taxes & Assess On Munic Prop, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,11770,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A19894,"Other General Govt Support, Contract Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,162258,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,5833339,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,500000,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2012,"Recreational Concessions",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,51492,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2025,"Special Recreational Facility Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,628307,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2089,"Other Culture & Recreation Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,18784,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A210,"Petty Cash",BALANCE SHEET,CURRENT ASSETS,,,,5207,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2110,"Zoning Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,17511,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2115,"Planning Board Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,11117,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2130,"Refuse & Garbage Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SANITATION FEES,,1154644,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A230,"Cash Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,1113093,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2376,"Refuse & Garbage Serv Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,SANITATION CHARGES,,8636653,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2392,"Debt Service, Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,DEBT SERVICE CHARGES,,456458,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,1444493,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2410,"Rental of Real Property",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,RENTAL OF PROPERTY,,85276,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2450,"Commissions",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,14536,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A250,"Taxes Receivable, Current",BALANCE SHEET,CURRENT ASSETS,,,,3591541,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2545,"Licenses, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,261255,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2590,"Permits, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,512358,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2610,"Fines And Forfeited Bail",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FINES,,2895190,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2626,"Forfeiture of Crime Prceeds Restricted",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FORFEITURES,,160430,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2650,"Sales of Scrap & Excess Materials",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,17887,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2655,"Sales, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,529,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2660,"Sales of Real Property",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,512384,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2680,"Insurance Recoveries",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,461073,2023-12-29
1997,010201000000,City of Albany,City,Albany,12/31,A2701,"Refunds of Prior Year's Expenditures",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,529175,2023-12-29
