CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A31204,"Police",EXPENDITURE,Public Safety,Police,"Contractual",240743.53,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A330,"Property Acquired For Taxes",GL,,,"",3373710.77,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A33104,"Traffic Control",EXPENDITURE,Public Safety,Police,"Contractual",342007.13,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A3389,"State Aid Other Public Safety",REVENUE,State Aid,State Aid - Public Safety,"",64910.87,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A34101,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Personal Services",2724089.21,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A34102,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Equipment and Capital Outlay",107188.02,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A34104,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Contractual",380093.02,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A342,"Allowance For Uncollectible Taxes",GL,,,"",-792995.27,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A35201,"Other Animal Controls",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",26096.49,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A35204,"Other Animal Controls",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",41268.69,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A36104,"Examining Boards",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",400,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A36201,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",286051.04,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A36202,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Equipment and Capital Outlay",37.69,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A36204,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",334596.06,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A380,"Accounts Receivable",GL,,,"",787430.04,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A3820,"State Aid Youth Programs",REVENUE,State Aid,State Aid - Culture And Recreation,"",3500,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A389,"Allowance For Receivables",GL,,,"",-825248.8,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A391,"Due From Other Funds",GL,,,"",772043.84,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A4089,"Federal Aid Other",REVENUE,Federal Aid,Miscellaneous Federal Aid,"",380245.9,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A4389,"Federal Aid Other Public Safety",REVENUE,Federal Aid,Federal Aid - Public Safety,"",7564.21,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A440,"Due from Other Governments",GL,,,"",1894535.72,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A4489,"Federal Aid Other Health",REVENUE,Federal Aid,Federal Aid - Health,"",68751.44,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A480,"Prepaid Expenses",GL,,,"",108004.2,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A50101,"Highway and Street Administration",EXPENDITURE,Transportation,Highways,"Personal Services",316996.9,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A50104,"Highway and Street Administration",EXPENDITURE,Transportation,Highways,"Contractual",14955.37,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A5031,"Interfund Transfers",REVENUE,Other Sources,Transfers,"",1917262.05,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51101,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Personal Services",276504.97,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51102,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Equipment and Capital Outlay",420889.22,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51104,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Contractual",198225.65,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51204,"Maintenance of Bridges",EXPENDITURE,Transportation,Highways,"Contractual",64869.22,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51421,"Snow Removal",EXPENDITURE,Transportation,Highways,"Personal Services",334764.46,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A51424,"Snow Removal",EXPENDITURE,Transportation,Highways,"Contractual",213599.09,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A600,"Accounts Payable",GL,,,"",907859.15,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A601,"Accrued Liabilities",GL,,,"",50756.7,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A630,"Due To Other Funds",GL,,,"",27551.7,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A631,"Due To Other Governments",GL,,,"",12161.99,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A637,"Due to Employees Retirement System",GL,,,"",608860.46,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A65104,"Veterans Service",EXPENDITURE,Community Services,Constituent Services,"Contractual",1567.97,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A688,"Other Liabilities",GL,,,"",38550,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A691,"Deferred Inflow Of Resources",GL,,,"",38774.13,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A694,"Deferred Taxes",GL,,,"",2113683.44,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A69894,"Economic Development, Other",EXPENDITURE,Economic Development,Miscellaneous Economic Development,"Contractual",7825.59,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A70201,"Parks and Recreation Administration",EXPENDITURE,Culture and Recreation,Recreation Services,"Personal Services",569118.42,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A70204,"Parks and Recreation Administration",EXPENDITURE,Culture and Recreation,Recreation Services,"Contractual",337983.02,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A718,"State Retirement",GL,,,"",864.01,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A719,"Disability Insurance",GL,,,"",735.2,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A729,"Employee Annuities",GL,,,"",167.03,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A730,"Guaranty & Bid Deposits",GL,,,"",4363.5,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A76204,"Adult Recreation",EXPENDITURE,Culture and Recreation,Recreation Services,"Contractual",5000,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A80104,"Zoning",EXPENDITURE,General Government,Zoning And Planning,"Contractual",546.39,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A8012,"Prior Period Adjustment OR Change in Accounting Principle - Increase in Fund Balance",FBNP,,,"",251653.23,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A80201,"Planning and Surveys",EXPENDITURE,General Government,Zoning And Planning,"Personal Services",137988.63,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A80204,"Planning and Surveys",EXPENDITURE,General Government,Zoning And Planning,"Contractual",104299.89,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A8021,"Fund Balance - Beginning of Year",FBNP,,,"",11104254.77,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A8022,"Restated Fund Balance - Beginning of Year",FBNP,,,"",11355908,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A8029,"Fund Balance - End of Year",FBNP,,,"",12214624.03,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A806,"Not In Spendable Form",GL,,,"",108004.2,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A899,"Other Restricted Fund Balance",GL,,,"",42671.31,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90108,"State Retirement System",EXPENDITURE,Employee Benefits,Retirement - State/Local,"Employee Benefits",451499.35,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90158,"Police Retirement",EXPENDITURE,Employee Benefits,Retirement - Police & Fire,"Employee Benefits",1818949.5,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90258,"Local Pension Fund",EXPENDITURE,Employee Benefits,Losap/Miscellaneous,"Employee Benefits",33545.94,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90308,"Social Security",EXPENDITURE,Employee Benefits,Social Security,"Employee Benefits",792796.38,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90408,"Workers' Compensation",EXPENDITURE,Employee Benefits,Worker's Compensation,"Employee Benefits",403215.31,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90458,"Life Insurance",EXPENDITURE,Employee Benefits,Life Insurance,"Employee Benefits",1494.9,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90508,"Unemployment Insurance",EXPENDITURE,Employee Benefits,Unemployment Insurance,"Employee Benefits",51657.61,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90558,"Disability Insurance",EXPENDITURE,Employee Benefits,Disability Insurance,"Employee Benefits",3487.72,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A90608,"Hospital, Medical and Dental Insurance",EXPENDITURE,Employee Benefits,Medical Insurance,"Employee Benefits",3573282.64,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A917,"Unassigned Fund Balance",GL,,,"",12063867.84,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A97106,"Serial Bonds",EXPENDITURE,Debt Service,Debt Principal,"Debt Principal",455968,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A97107,"Serial Bonds",EXPENDITURE,Debt Service,Interest On Debt,"Debt Interest",119564.67,2025-12-31
2025,270202000000,City of Amsterdam,City,Montgomery,2024-07-01,2025-06-30,A97206,"Installment Bonds",EXPENDITURE,Debt Service,Debt Principal,"Debt Principal",50000,2025-12-31
