CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",313460,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13202,"Auditor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",12488,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",7731,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",62249,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",816432,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13252,"Treasurer",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",43619,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",494365,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",229424,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",61505,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",630,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",4251,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",24177,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13551,"Assessment",EXPENDITURE,General Government,Administration,"Personal Services",215190,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13554,"Assessment",EXPENDITURE,General Government,Administration,"Contractual",126190,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A13558,"Assessment",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",48547,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14101,"Clerk",EXPENDITURE,General Government,Administration,"Personal Services",266410,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14104,"Clerk",EXPENDITURE,General Government,Administration,"Contractual",7164,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14108,"Clerk",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",83922,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14201,"Law",EXPENDITURE,General Government,Administration,"Personal Services",872457,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14202,"Law",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",54838,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14204,"Law",EXPENDITURE,General Government,Administration,"Contractual",605759,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14208,"Law",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",183638,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14301,"Personnel",EXPENDITURE,General Government,Administration,"Personal Services",1409427,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14304,"Personnel",EXPENDITURE,General Government,Administration,"Contractual",334428,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14308,"Personnel",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",536770,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14401,"Engineer",EXPENDITURE,General Government,Administration,"Personal Services",438353,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14404,"Engineer",EXPENDITURE,General Government,Administration,"Contractual",65327,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14408,"Engineer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",87514,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14504,"Elections",EXPENDITURE,General Government,Administration,"Contractual",229510,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14901,"Public Works Administration",EXPENDITURE,General Government,Operations,"Personal Services",4429595,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14902,"Public Works Administration",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",37940,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14904,"Public Works Administration",EXPENDITURE,General Government,Operations,"Contractual",1382251,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A14908,"Public Works Administration",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",2801728,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1520,"Police Fees",REVENUE,Charges for Services,Public Safety Fees,"",346535,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1540,"Fire Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",0,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1550,"Public Pound Charges Dog Control Fees",REVENUE,Charges for Services,Public Safety Fees,"",8110,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1560,"Safety Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",393728,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1589,"Other Public Safety Departmental Income",REVENUE,Charges for Services,Public Safety Fees,"",422839,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1603,"Vital Statistics Fees",REVENUE,Charges for Services,Health Fees,"",347256,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16201,"Operation of Plant",EXPENDITURE,General Government,Operations,"Personal Services",984559,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16204,"Operation of Plant",EXPENDITURE,General Government,Operations,"Contractual",949590,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16208,"Operation of Plant",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",294341,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16401,"Central Garage",EXPENDITURE,General Government,Operations,"Personal Services",430408,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16404,"Central Garage",EXPENDITURE,General Government,Operations,"Contractual",2847155,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16408,"Central Garage",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",107695,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16601,"Central Storeroom",EXPENDITURE,General Government,Operations,"Personal Services",49909,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16602,"Central Storeroom",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",674,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16604,"Central Storeroom",EXPENDITURE,General Government,Operations,"Contractual",77391,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16608,"Central Storeroom",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",13615,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16704,"Central Printing and Mailing",EXPENDITURE,General Government,Operations,"Contractual",95718,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16801,"Central Data Processing",EXPENDITURE,General Government,Operations,"Personal Services",446530,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16802,"Central Data Processing",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",108763,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16804,"Central Data Processing",EXPENDITURE,General Government,Operations,"Contractual",461112,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A16808,"Central Data Processing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",100509,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1710,"Public Works Charges",REVENUE,Charges for Services,Community Services Fees,"",2483635,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A1789,"Other Transportation Departmental Income",REVENUE,Charges for Services,Transportation Fees,"",65645,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A19104,"Unallocated Insurance",EXPENDITURE,General Government,Operations,"Contractual",532259,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A19304,"Judgements and Claims",EXPENDITURE,General Government,Judgements,"Contractual",2367097,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A19504,"Taxes and Assessments on Municipal Property",EXPENDITURE,General Government,Operations,"Contractual",40046,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A19894,"General Government Support, Other",EXPENDITURE,General Government,Miscellaneous General Government,"Contractual",2506810,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A200,"Cash",GL,,,"",5155858,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A201,"Cash In Time Deposits",GL,,,"",44563919,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2012,"Recreational Concessions",REVENUE,Charges for Services,Culture And Recreation Fees,"",22526,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2025,"Special Recreational Facility Charges",REVENUE,Charges for Services,Culture And Recreation Fees,"",1119902,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2089,"Other Culture and Recreation Income",REVENUE,Charges for Services,Culture And Recreation Fees,"",19405,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A210,"Petty Cash",GL,,,"",2100,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2110,"Zoning Fees",REVENUE,Charges for Services,Community Services Fees,"",19050,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2115,"Planning Board Fees",REVENUE,Charges for Services,Community Services Fees,"",52920,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2130,"Refuse and Garbage Charges",REVENUE,Charges for Services,Sanitation Fees,"",2394879,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A222,"Cash For Revenue Anticipation Notes",GL,,,"",26876,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A230,"Cash Special Reserves",GL,,,"",1677642,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A231,"Cash In Time Deposits Special Reserves",GL,,,"",2200113,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2376,"Refuse and Garbage Services Other Governments",REVENUE,Charges to Other Governments,Sanitation Charges,"",817742,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2401,"Interest and Earnings",REVENUE,Use and Sale of Property,Interest And Earnings,"",18635,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2410,"Rental of Real Property",REVENUE,Use and Sale of Property,Rental Of Property,"",85113,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2450,"Commissions",REVENUE,Use and Sale of Property,Sale Of Property,"",4940,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A250,"Taxes Receivable Current",GL,,,"",4597618,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2545,"Licenses Other",REVENUE,Charges for Services,General Government Fees,"",260368,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2590,"Permits Other",REVENUE,Charges for Services,Community Services Fees,"",4370692,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2610,"Fines and Forfeited Bail",REVENUE,Other Local Revenues,Fines,"",5349076,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2650,"Sales of Scrap and Excess Materials",REVENUE,Use and Sale of Property,Sale Of Property,"",5445,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2655,"Sales Other",REVENUE,Use and Sale of Property,Sale Of Property,"",14687,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2660,"Sales of Real Property",REVENUE,Use and Sale of Property,Sale Of Property,"",40312,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2665,"Sales of Equipment",REVENUE,Use and Sale of Property,Sale Of Property,"",172182,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2680,"Insurance Recoveries",REVENUE,Other Local Revenues,Compensation For Loss,"",91538,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2701,"Refunds of Prior Year Expenditures",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",282911,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2705,"Gifts and Donations",REVENUE,Other Local Revenues,Gifts,"",119317,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2710,"Premium on Obligations",REVENUE,Use and Sale of Property,Interest And Earnings,"",1636205,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2770,"Unclassified",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",988715,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A2801,"Interfund Revenues",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",1922663,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3001,"State Aid Revenue Sharing",REVENUE,State Aid,Unrestricted State Aid,"",13238214,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3005,"State Aid Mortgage Tax",REVENUE,State Aid,Mortgage Tax,"",2404224,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A30104,"Public Safety Administration",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",241544,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A30201,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Personal Services",2302038,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A30202,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Equipment and Capital Outlay",11120,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A30204,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",716690,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A30208,"Public Safety Communication Systems",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",620607,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3021,"State Aid Court Facilities",REVENUE,State Aid,State Aid - General Government,"",134988,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3089,"State Aid Other",REVENUE,State Aid,Miscellaneous State Aid,"",17033183,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A31201,"Police",EXPENDITURE,Public Safety,Police,"Personal Services",43941594,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A31202,"Police",EXPENDITURE,Public Safety,Police,"Equipment and Capital Outlay",736458,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A31204,"Police",EXPENDITURE,Public Safety,Police,"Contractual",3231148,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A31208,"Police",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",19144522,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3306,"State Aid Homeland Security",REVENUE,State Aid,State Aid - Public Safety,"",342207,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A33101,"Traffic Control",EXPENDITURE,Public Safety,Police,"Personal Services",379793,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A33104,"Traffic Control",EXPENDITURE,Public Safety,Police,"Contractual",439132,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A33108,"Traffic Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",105732,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3330,"State Aid Unified Court Budget Security Service",REVENUE,State Aid,State Aid - General Government,"",204452,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3389,"State Aid Other Public Safety",REVENUE,State Aid,State Aid - Public Safety,"",470393,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A34101,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Personal Services",22639956,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A34102,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Equipment and Capital Outlay",147525,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A34104,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Contractual",1577688,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A34108,"Fire Protection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",14542267,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A35101,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",190692,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A35104,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",156226,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A35108,"Dog Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",57815,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A36201,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",1303618,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A36202,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Equipment and Capital Outlay",5190,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A36204,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",2058685,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A36208,"Safety Inspection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",314148,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3789,"State Aid Economic Assistance",REVENUE,State Aid,State Aid - Economic Development,"",96772,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A380,"Accounts Receivable",GL,,,"",5725622,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A389,"Allowance For Receivables",GL,,,"",-137517,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A391,"Due From Other Funds",GL,,,"",4760333,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A3989,"State Aid Other Home and Community Service",REVENUE,State Aid,State Aid - Community Services,"",70000,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A40201,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Personal Services",124983,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A40204,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Contractual",11983,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A40208,"Registrar of Vital Statistics",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",41197,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A4089,"Federal Aid Other",REVENUE,Federal Aid,Miscellaneous Federal Aid,"",18112315,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A410,"Due from State and Federal Government",GL,,,"",15131926,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A4320,"Federal Aid Crime Control",REVENUE,Federal Aid,Federal Aid - Public Safety,"",0,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A4389,"Federal Aid Other Public Safety",REVENUE,Federal Aid,Federal Aid - Public Safety,"",301260,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A440,"Due from Other Governments",GL,,,"",25445905,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A455,"Securities and Mortgages",GL,,,"",16016,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A4790,"Federal Aid Job Training Partnership",REVENUE,Federal Aid,Federal Aid - Economic Development,"",49338,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A480,"Prepaid Expenses",GL,,,"",2864621,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A4960,"Federal Aid Emergency Disaster Assistance",REVENUE,Federal Aid,Federal Aid - Public Safety,"",62835,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A5031,"Interfund Transfers",REVENUE,Other Sources,Transfers,"",788,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A51101,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Personal Services",2757778,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A51102,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Equipment and Capital Outlay",8461,2025-12-31
2021,010201000000,City of Albany,City,Albany,2021-01-01,2021-12-31,A51104,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Contractual",628686,2025-12-31
