CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14408,"Engineer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",103706,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14504,"Elections",EXPENDITURE,General Government,Administration,"Contractual",200000,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14901,"Public Works Administration",EXPENDITURE,General Government,Operations,"Personal Services",3323674,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14902,"Public Works Administration",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",48772,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14904,"Public Works Administration",EXPENDITURE,General Government,Operations,"Contractual",759367,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A14908,"Public Works Administration",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",867155,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1520,"Police Fees",REVENUE,Charges for Services,Public Safety Fees,"",348772,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1540,"Fire Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",645,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1550,"Public Pound Charges Dog Control Fees",REVENUE,Charges for Services,Public Safety Fees,"",5525,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1560,"Safety Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",286033,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1589,"Other Public Safety Departmental Income",REVENUE,Charges for Services,Public Safety Fees,"",381565,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1603,"Vital Statistics Fees",REVENUE,Charges for Services,Health Fees,"",266878,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16201,"Operation of Plant",EXPENDITURE,General Government,Operations,"Personal Services",896690,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16204,"Operation of Plant",EXPENDITURE,General Government,Operations,"Contractual",788270,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16208,"Operation of Plant",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",283748,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16401,"Central Garage",EXPENDITURE,General Government,Operations,"Personal Services",266504,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16404,"Central Garage",EXPENDITURE,General Government,Operations,"Contractual",2340413,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16408,"Central Garage",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",126495,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16601,"Central Storeroom",EXPENDITURE,General Government,Operations,"Personal Services",68935,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16602,"Central Storeroom",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",2459,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16604,"Central Storeroom",EXPENDITURE,General Government,Operations,"Contractual",81662,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16608,"Central Storeroom",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",16122,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16704,"Central Printing and Mailing",EXPENDITURE,General Government,Operations,"Contractual",70747,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16801,"Central Data Processing",EXPENDITURE,General Government,Operations,"Personal Services",555787,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16802,"Central Data Processing",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",29319,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16804,"Central Data Processing",EXPENDITURE,General Government,Operations,"Contractual",223783,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A16808,"Central Data Processing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",118297,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1710,"Public Works Charges",REVENUE,Charges for Services,Community Services Fees,"",72332,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A1789,"Other Transportation Departmental Income",REVENUE,Charges for Services,Transportation Fees,"",152496,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A19104,"Unallocated Insurance",EXPENDITURE,General Government,Operations,"Contractual",534607,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A19304,"Judgements and Claims",EXPENDITURE,General Government,Judgements,"Contractual",666832,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A19504,"Taxes and Assessments on Municipal Property",EXPENDITURE,General Government,Operations,"Contractual",156440,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A19894,"General Government Support, Other",EXPENDITURE,General Government,Miscellaneous General Government,"Contractual",91218,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A200,"Cash",GL,,,"",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A201,"Cash In Time Deposits",GL,,,"",6682840,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2012,"Recreational Concessions",REVENUE,Charges for Services,Culture And Recreation Fees,"",57933,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2025,"Special Recreational Facility Charges",REVENUE,Charges for Services,Culture And Recreation Fees,"",983735,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2089,"Other Culture and Recreation Income",REVENUE,Charges for Services,Culture And Recreation Fees,"",48932,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A210,"Petty Cash",GL,,,"",4605,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2110,"Zoning Fees",REVENUE,Charges for Services,Community Services Fees,"",15600,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2115,"Planning Board Fees",REVENUE,Charges for Services,Community Services Fees,"",12165,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2130,"Refuse and Garbage Charges",REVENUE,Charges for Services,Sanitation Fees,"",11935151,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A222,"Cash For Revenue Anticipation Notes",GL,,,"",26415,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2262,"Fire Protection Services Other Governments",REVENUE,Charges to Other Governments,Public Safety Charges,"",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A230,"Cash Special Reserves",GL,,,"",1703642,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2376,"Refuse and Garbage Services Other Governments",REVENUE,Charges to Other Governments,Sanitation Charges,"",703630,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2389,"Miscellaneous Revenue Other Governments",REVENUE,Charges to Other Governments,Miscellaneous Intergovernmental Charges,"",119938,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2401,"Interest and Earnings",REVENUE,Use and Sale of Property,Interest And Earnings,"",18699,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2410,"Rental of Real Property",REVENUE,Use and Sale of Property,Rental Of Property,"",150779,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2450,"Commissions",REVENUE,Use and Sale of Property,Sale Of Property,"",2603,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A250,"Taxes Receivable Current",GL,,,"",4577005,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2545,"Licenses Other",REVENUE,Charges for Services,General Government Fees,"",431921,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2590,"Permits Other",REVENUE,Charges for Services,Community Services Fees,"",2884997,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2610,"Fines and Forfeited Bail",REVENUE,Other Local Revenues,Fines,"",4335248,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2650,"Sales of Scrap and Excess Materials",REVENUE,Use and Sale of Property,Sale Of Property,"",7,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2655,"Sales Other",REVENUE,Use and Sale of Property,Sale Of Property,"",6265,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2660,"Sales of Real Property",REVENUE,Use and Sale of Property,Sale Of Property,"",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2680,"Insurance Recoveries",REVENUE,Other Local Revenues,Compensation For Loss,"",357535,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2701,"Refunds of Prior Year Expenditures",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",948589,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2705,"Gifts and Donations",REVENUE,Other Local Revenues,Gifts,"",537856,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2710,"Premium on Obligations",REVENUE,Use and Sale of Property,Interest And Earnings,"",700011,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2770,"Unclassified",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",996203,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A2801,"Interfund Revenues",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",850346,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3001,"State Aid Revenue Sharing",REVENUE,State Aid,Unrestricted State Aid,"",12607823,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3005,"State Aid Mortgage Tax",REVENUE,State Aid,Mortgage Tax,"",1506835,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A30104,"Public Safety Administration",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",134662,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A30201,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Personal Services",2283895,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A30204,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",599379,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A30208,"Public Safety Communication Systems",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",751458,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3021,"State Aid Court Facilities",REVENUE,State Aid,State Aid - General Government,"",145457,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3089,"State Aid Other",REVENUE,State Aid,Miscellaneous State Aid,"",3945177,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A31201,"Police",EXPENDITURE,Public Safety,Police,"Personal Services",31863924,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A31202,"Police",EXPENDITURE,Public Safety,Police,"Equipment and Capital Outlay",794239,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A31204,"Police",EXPENDITURE,Public Safety,Police,"Contractual",2334484,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A31208,"Police",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",18906454,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3306,"State Aid Homeland Security",REVENUE,State Aid,State Aid - Public Safety,"",558516,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A33101,"Traffic Control",EXPENDITURE,Public Safety,Police,"Personal Services",356419,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A33104,"Traffic Control",EXPENDITURE,Public Safety,Police,"Contractual",276014,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A33108,"Traffic Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",109813,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3330,"State Aid Unified Court Budget Security Service",REVENUE,State Aid,State Aid - General Government,"",1458890,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3389,"State Aid Other Public Safety",REVENUE,State Aid,State Aid - Public Safety,"",606708,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A34101,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Personal Services",19188675,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A34102,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Equipment and Capital Outlay",102458,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A34104,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Contractual",1281273,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A34108,"Fire Protection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",12415409,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A35101,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",148696,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A35104,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",103971,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A35108,"Dog Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",38491,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A36201,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",801079,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A36202,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Equipment and Capital Outlay",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A36204,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",989585,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A36208,"Safety Inspection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",237462,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A380,"Accounts Receivable",GL,,,"",4132672,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3820,"State Aid Youth Programs",REVENUE,State Aid,State Aid - Culture And Recreation,"",189014,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A389,"Allowance For Receivables",GL,,,"",-22107,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A391,"Due From Other Funds",GL,,,"",7528012,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A3989,"State Aid Other Home and Community Service",REVENUE,State Aid,State Aid - Community Services,"",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A40201,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Personal Services",190447,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A40204,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Contractual",9654,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A40208,"Registrar of Vital Statistics",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",66381,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A410,"Due from State and Federal Government",GL,,,"",1429159,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A4320,"Federal Aid Crime Control",REVENUE,Federal Aid,Federal Aid - Public Safety,"",79805,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A4389,"Federal Aid Other Public Safety",REVENUE,Federal Aid,Federal Aid - Public Safety,"",306866,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A440,"Due from Other Governments",GL,,,"",15763509,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A455,"Securities and Mortgages",GL,,,"",16016,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A480,"Prepaid Expenses",GL,,,"",4057789,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A4960,"Federal Aid Emergency Disaster Assistance",REVENUE,Federal Aid,Federal Aid - Public Safety,"",0,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A5031,"Interfund Transfers",REVENUE,Other Sources,Transfers,"",35363,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51101,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Personal Services",928585,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51104,"Maintenance of Roads",EXPENDITURE,Transportation,Highways,"Contractual",323036,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51108,"Maintenance of Roads",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",322477,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51422,"Snow Removal",EXPENDITURE,Transportation,Highways,"Equipment and Capital Outlay",24830,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51424,"Snow Removal",EXPENDITURE,Transportation,Highways,"Contractual",964248,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A51824,"Street Lighting",EXPENDITURE,Transportation,Transportation Ancillary,"Contractual",4060903,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A600,"Accounts Payable",GL,,,"",4709519,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A601,"Accrued Liabilities",GL,,,"",4728269,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A621,"Revenue Anticipation Notes Payable",GL,,,"",6000000,2025-12-31
2015,010201000000,City of Albany,City,Albany,2015-01-01,2015-12-31,A630,"Due To Other Funds",GL,,,"",55602,2025-12-31
