CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13252,"Treasurer",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",720,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",553841,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",305203,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",111589,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",995,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",12808,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",29114,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13551,"Assessment",EXPENDITURE,General Government,Administration,"Personal Services",259582,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13552,"Assessment",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",17156,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13554,"Assessment",EXPENDITURE,General Government,Administration,"Contractual",310611,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A13558,"Assessment",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",67242,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14101,"Clerk",EXPENDITURE,General Government,Administration,"Personal Services",345177,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14104,"Clerk",EXPENDITURE,General Government,Administration,"Contractual",15073,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14108,"Clerk",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",93253,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14201,"Law",EXPENDITURE,General Government,Administration,"Personal Services",989934,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14204,"Law",EXPENDITURE,General Government,Administration,"Contractual",537939,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14208,"Law",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",224157,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14301,"Personnel",EXPENDITURE,General Government,Administration,"Personal Services",1692223,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14302,"Personnel",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",99538,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14304,"Personnel",EXPENDITURE,General Government,Administration,"Contractual",9011177,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14308,"Personnel",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",634156,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14401,"Engineer",EXPENDITURE,General Government,Administration,"Personal Services",602512,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14402,"Engineer",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",2384,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14404,"Engineer",EXPENDITURE,General Government,Administration,"Contractual",114228,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14408,"Engineer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",111897,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14504,"Elections",EXPENDITURE,General Government,Administration,"Contractual",395469,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14901,"Public Works Administration",EXPENDITURE,General Government,Operations,"Personal Services",5358106,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14902,"Public Works Administration",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",138093,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14904,"Public Works Administration",EXPENDITURE,General Government,Operations,"Contractual",2169096,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A14908,"Public Works Administration",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",2469729,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1520,"Police Fees",REVENUE,Charges for Services,Public Safety Fees,"",614986,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1540,"Fire Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",5448,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1550,"Public Pound Charges Dog Control Fees",REVENUE,Charges for Services,Public Safety Fees,"",11117,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1560,"Safety Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",570054,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1589,"Other Public Safety Departmental Income",REVENUE,Charges for Services,Public Safety Fees,"",118354,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1603,"Vital Statistics Fees",REVENUE,Charges for Services,Health Fees,"",439877,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16201,"Operation of Plant",EXPENDITURE,General Government,Operations,"Personal Services",1205245,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16202,"Operation of Plant",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",7208,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16204,"Operation of Plant",EXPENDITURE,General Government,Operations,"Contractual",1096372,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16208,"Operation of Plant",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",304295,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16401,"Central Garage",EXPENDITURE,General Government,Operations,"Personal Services",525260,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16404,"Central Garage",EXPENDITURE,General Government,Operations,"Contractual",3662561,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16408,"Central Garage",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",123221,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16601,"Central Storeroom",EXPENDITURE,General Government,Operations,"Personal Services",42623,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16602,"Central Storeroom",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",1130,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16604,"Central Storeroom",EXPENDITURE,General Government,Operations,"Contractual",74636,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16608,"Central Storeroom",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",10543,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16704,"Central Printing and Mailing",EXPENDITURE,General Government,Operations,"Contractual",120000,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16801,"Central Data Processing",EXPENDITURE,General Government,Operations,"Personal Services",499698,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16802,"Central Data Processing",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",393657,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16804,"Central Data Processing",EXPENDITURE,General Government,Operations,"Contractual",428458,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A16808,"Central Data Processing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",110140,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1710,"Public Works Charges",REVENUE,Charges for Services,Community Services Fees,"",2530440,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A1789,"Other Transportation Departmental Income",REVENUE,Charges for Services,Transportation Fees,"",55075,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A19104,"Unallocated Insurance",EXPENDITURE,General Government,Operations,"Contractual",585796,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A19304,"Judgements and Claims",EXPENDITURE,General Government,Judgements,"Contractual",674710,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A19504,"Taxes and Assessments on Municipal Property",EXPENDITURE,General Government,Operations,"Contractual",41283,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A19894,"General Government Support, Other",EXPENDITURE,General Government,Miscellaneous General Government,"Contractual",2170341,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A200,"Cash",GL,,,"",3950513,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A201,"Cash In Time Deposits",GL,,,"",16416971,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2012,"Recreational Concessions",REVENUE,Charges for Services,Culture And Recreation Fees,"",76884,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2025,"Special Recreational Facility Charges",REVENUE,Charges for Services,Culture And Recreation Fees,"",1369497,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2089,"Other Culture and Recreation Income",REVENUE,Charges for Services,Culture And Recreation Fees,"",5598,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A210,"Petty Cash",GL,,,"",2100,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2110,"Zoning Fees",REVENUE,Charges for Services,Community Services Fees,"",18600,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2115,"Planning Board Fees",REVENUE,Charges for Services,Community Services Fees,"",112527,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2130,"Refuse and Garbage Charges",REVENUE,Charges for Services,Sanitation Fees,"",2894353,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2150,"Sale of Electrical Power",REVENUE,Charges for Services,Utility Fees,"",1616,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A222,"Cash For Revenue Anticipation Notes",GL,,,"",27127,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A230,"Cash Special Reserves",GL,,,"",2992194,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2376,"Refuse and Garbage Services Other Governments",REVENUE,Charges to Other Governments,Sanitation Charges,"",847063,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2401,"Interest and Earnings",REVENUE,Use and Sale of Property,Interest And Earnings,"",3491700,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2410,"Rental of Real Property",REVENUE,Use and Sale of Property,Rental Of Property,"",25906,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2421,"Lease Payments Collected",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",60367,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2450,"Commissions",REVENUE,Use and Sale of Property,Sale Of Property,"",4850,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A250,"Taxes Receivable Current",GL,,,"",5439413,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2545,"Licenses Other",REVENUE,Charges for Services,General Government Fees,"",299437,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2590,"Permits Other",REVENUE,Charges for Services,Community Services Fees,"",4947984,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2610,"Fines and Forfeited Bail",REVENUE,Other Local Revenues,Fines,"",5812128,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2650,"Sales of Scrap and Excess Materials",REVENUE,Use and Sale of Property,Sale Of Property,"",18914,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2655,"Sales Other",REVENUE,Use and Sale of Property,Sale Of Property,"",9786,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2660,"Sales of Real Property",REVENUE,Use and Sale of Property,Sale Of Property,"",116800,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2665,"Sales of Equipment",REVENUE,Use and Sale of Property,Sale Of Property,"",25127,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2680,"Insurance Recoveries",REVENUE,Other Local Revenues,Compensation For Loss,"",335174,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2701,"Refunds of Prior Year Expenditures",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",279310,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2705,"Gifts and Donations",REVENUE,Other Local Revenues,Gifts,"",288638,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2710,"Premium on Obligations",REVENUE,Use and Sale of Property,Interest And Earnings,"",112556,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2770,"Unclassified",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",2508403,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A2801,"Interfund Revenues",REVENUE,Other Local Revenues,Miscellaneous Revenues,"",39704,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3001,"State Aid Revenue Sharing",REVENUE,State Aid,Unrestricted State Aid,"",12607823,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3005,"State Aid Mortgage Tax",REVENUE,State Aid,Mortgage Tax,"",1830062,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A30104,"Public Safety Administration",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",751571,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A30201,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Personal Services",2384987,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A30202,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Equipment and Capital Outlay",59731,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A30204,"Public Safety Communication Systems",EXPENDITURE,Public Safety,Public Safety Administration,"Contractual",717894,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A30208,"Public Safety Communication Systems",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",669170,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3089,"State Aid Other",REVENUE,State Aid,Miscellaneous State Aid,"",15375661,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A31201,"Police",EXPENDITURE,Public Safety,Police,"Personal Services",37566026,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A31202,"Police",EXPENDITURE,Public Safety,Police,"Equipment and Capital Outlay",605204,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A31204,"Police",EXPENDITURE,Public Safety,Police,"Contractual",4826380,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A31208,"Police",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",19824881,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3306,"State Aid Homeland Security",REVENUE,State Aid,State Aid - Public Safety,"",563097,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A33101,"Traffic Control",EXPENDITURE,Public Safety,Police,"Personal Services",504611,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A33104,"Traffic Control",EXPENDITURE,Public Safety,Police,"Contractual",556021,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A33108,"Traffic Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",138353,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3389,"State Aid Other Public Safety",REVENUE,State Aid,State Aid - Public Safety,"",687894,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A34101,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Personal Services",24067524,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A34102,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Equipment and Capital Outlay",390240,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A34104,"Fire Protection",EXPENDITURE,Public Safety,Fire Protection,"Contractual",1912953,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A34108,"Fire Protection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",15583413,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3489,"State Aid Other Health",REVENUE,State Aid,State Aid - Health,"",763025,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A35101,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",170130,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A35104,"Dog Control",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",170674,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A35108,"Dog Control",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",49797,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A36201,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Personal Services",1438698,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A36202,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Equipment and Capital Outlay",251629,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A36204,"Safety Inspection",EXPENDITURE,Public Safety,Miscellaneous Public Safety,"Contractual",2322255,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A36208,"Safety Inspection",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",375905,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3789,"State Aid Economic Assistance",REVENUE,State Aid,State Aid - Economic Development,"",86661,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A380,"Accounts Receivable",GL,,,"",6148420,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3820,"State Aid Youth Programs",REVENUE,State Aid,State Aid - Culture And Recreation,"",10751,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A389,"Allowance For Receivables",GL,,,"",-125755,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A391,"Due From Other Funds",GL,,,"",14436810,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A3989,"State Aid Other Home and Community Service",REVENUE,State Aid,State Aid - Community Services,"",842395,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A40201,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Personal Services",194833,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A40204,"Registrar of Vital Statistics",EXPENDITURE,Health,Public Health Administration,"Contractual",12055,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A40208,"Registrar of Vital Statistics",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",64212,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A4089,"Federal Aid Other",REVENUE,Federal Aid,Miscellaneous Federal Aid,"",26118165,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A410,"Due from State and Federal Government",GL,,,"",3915801,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A4320,"Federal Aid Crime Control",REVENUE,Federal Aid,Federal Aid - Public Safety,"",23890,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A4389,"Federal Aid Other Public Safety",REVENUE,Federal Aid,Federal Aid - Public Safety,"",1371487,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A440,"Due from Other Governments",GL,,,"",34764016,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A454,"Leases Receivable",GL,,,"",483712,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A455,"Securities and Mortgages",GL,,,"",16016,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A4790,"Federal Aid Job Training Partnership",REVENUE,Federal Aid,Federal Aid - Economic Development,"",78586,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A480,"Prepaid Expenses",GL,,,"",4098872,2025-12-31
2023,010201000000,City of Albany,City,Albany,2023-01-01,2023-12-31,A4960,"Federal Aid Emergency Disaster Assistance",REVENUE,Federal Aid,Federal Aid - Public Safety,"",15023,2025-12-31
